chrY	2655000	2674000
chrY	2680000	2913000
chrY	6619000	6721999
chrY	6726000	7016000
chrY	7034000	7114000
chrY	7127000	7140000
chrY	7144000	7431000
chrY	7519000	8003000
chrY	8007999	8905000
chrY	8976000	9156000
chrY	9393000	9428000
chrY	9431000	9461000
chrY	9798000	9895000
chrY	13885000	13976000
chrY	13984000	14430000
chrY	14447000	14960000
chrY	14965000	15213000
chrY	15253000	15284000
chrY	15303000	15636000
chrY	15643000	15666000
chrY	15682000	16011000
chrY	16015000	16067000
chrY	16187000	17973000
chrY	18031000	18256000
chrY	18554000	19163999
chrY	19188000	19381999
chrY	19391000	19483000
chrY	19493000	19551000
chrY	21049000	21150000
chrY	21158000	21744999
chrY	21746000	21828000
chrY	21843000	21942000
chrY	21944000	22209999
chrY	22541000	22628000
chrY	22645000	23156000
chrY	23242000	23637000
chrY	23746000	23898000
chrY	23958000	23991999
chrY	24373000	24386000
chrY	24388000	24480999
chrY	28477000	28551000
chrY	28598000	28770999
